Gene,logFC,P.Value,adj.P.Val,AveExpr_cluster,AveExpr_rest,percentExpr_cluster,percentExpr_rest
NCKAP5,0.462514718932679,0.457779815394433,0.631794281002579,9.644935,9.18242,1,1
TAF5,0.424507116428531,0.457930255107373,0.631923425334505,9.755428,9.330921,1,1
NPHP3,0.480581177196976,0.457951967526672,0.631923425334505,10.10807,9.627489,1,1
DEFB110,-0.484538627608341,0.458009569634046,0.631948693316805,8.858632,9.343171,1,1
PPIB,-2.22562220327095,0.458128405450567,0.632017612305664,52.274715,54.500337,1,1
NAT8,-0.659448100460903,0.458138108795806,0.632017612305664,14.914931,15.574379,1,1
RIPK2,0.472007353605989,0.458392897840145,0.632282523826876,10.226167,9.754159,1,1
HLF,0.477775916564685,0.458454770944517,0.632282523826876,11.681236,11.20346,1,1
COX11,-0.5540519611316,0.45847046473522,0.632282523826876,14.616633,15.170685,1,1
NUDT14,0.542260365998761,0.458487383448947,0.632282523826876,11.561513,11.019252,1,1
SSX2,-0.494017302688926,0.458685463784933,0.632501457434573,10.632603,11.12662,1,1
SPINK6,-0.488234364840205,0.45891664968981,0.632745017245824,10.450169,10.938403,1,1
NAA30,-0.465477542142676,0.458940771648208,0.632745017245824,11.417278,11.882756,1,1
IER3,2.53711914022763,0.459054337578704,0.632847344271524,26.395272,23.858153,1,1
RESP18,0.517131223479041,0.459260902165642,0.633077849711364,10.930384,10.413253,1,1
RGS7BP,-0.392549346191715,0.459345357425698,0.633140005898957,7.949987,8.342536,1,1
LIPG,0.390982928988223,0.459425011264265,0.63319553394811,7.864253,7.47327,1,1
AQP8,0.490278571435555,0.459548192652379,0.633276795600395,11.005815,10.515536,1,1
POMGNT1,0.455427700909013,0.459573408553642,0.633276795600395,10.97436,10.518933,1,1
ARIH2,-0.539652444755536,0.459602091211354,0.633276795600395,14.712535,15.252188,1,1
DEFB119,0.48410338875105,0.459706584016914,0.633366515104339,9.34642,8.862317,1,1
DCAF5,0.583062358275809,0.459827314313143,0.63347858872913,13.435818,12.852756,1,1
OXSM,-0.469553622375491,0.459955430820826,0.633600817859041,10.434587,10.90414,1,1
FAM170A,0.533030019049001,0.460412562393281,0.634176214227415,10.439704,9.906674,1,1
PRDX4,-0.522481087224309,0.460507397434638,0.634252524433869,10.636371,11.158853,1,1
GP1BB,0.506421183954931,0.460582588916887,0.634253668757736,11.592982,11.086561,1,1
MGAT2,-0.487793396970241,0.460660030367251,0.634253668757736,11.448067,11.93586,1,1
SRRM1,-0.711542135537272,0.460713824025371,0.634253668757736,21.774554,22.486096,1,1
SYNGR2,0.844403137634327,0.460729521584756,0.634253668757736,24.596703,23.752299,1,1
NMNAT3,0.424615529020453,0.460736804515135,0.634253668757736,8.978803,8.554188,1,1
RHPN1,-0.43655123250911,0.460744831246294,0.634253668757736,9.269696,9.706248,1,1
MMP24OS,0.971444778370135,0.460805439760017,0.634282814985033,23.064677,22.093232,1,1
RPA1,0.665919016794039,0.460857312236888,0.63429993239929,17.547859,16.88194,1,1
COPS7B,-0.529292317953979,0.460989461680243,0.634314522365944,15.084424,15.613716,1,1
ADGRF3,0.513016909919951,0.461019345929959,0.634314522365944,8.51726,8.004243,1,1
OGDH,0.532692335470756,0.461022529111397,0.634314522365944,12.824994,12.292302,1,1
TTI1,0.511738744433996,0.461025663171965,0.634314522365944,11.552611,11.040872,1,1
RFC4,-0.458299006433544,0.461079461459046,0.634334279198297,8.230266,8.688565,1,1
SERPING1,3.89212333381946,0.461250732131048,0.634484467574258,107.148967,103.256844,1,1
PCDH9,-0.554978035831178,0.461267525450497,0.634484467574258,12.813733,13.368711,1,1
PRMT1,-0.787991411672188,0.461735727865813,0.635074178809111,20.978402,21.766393,1,1
MOSPD3,0.428684787703796,0.461857869000339,0.635178225303295,9.933096,9.504411,1,1
GRAP2,-0.465053469759734,0.461890358315552,0.635178225303295,9.842477,10.307531,1,1
ASZ1,0.431246308967321,0.46203637463806,0.635324702887796,8.079327,7.648081,1,1
PNMA2,-0.480028882988259,0.462119768090048,0.635385052997122,10.97144,11.451468,1,1
MAP9,-0.470474771692984,0.462427682333844,0.635754068096209,11.881206,12.35168,1,1
PPP4R3B,0.71317547834968,0.462542999135124,0.635858256246951,22.345581,21.632406,1,1
DTX4,0.529719730132241,0.462748092193301,0.636085831538932,14.508254,13.978534,1,1
RACK1,-3.17697655346143,0.462804136297973,0.636108505231293,82.013979,85.190956,1,1
TUBB6,0.580021523293997,0.462899076670653,0.636184632074748,18.415806,17.835784,1,1
BTN3A3,-0.564911203079927,0.463120222098866,0.636434180813239,13.043096,13.608007,1,1
BICC1,-0.461694629118383,0.463224362938155,0.636477865875745,7.205578,7.667272,1,1
NOA1,0.401242860854962,0.46324229914369,0.636477865875745,10.616666,10.215423,1,1
CTDNEP1,0.725200495162564,0.463270727170315,0.636477865875745,19.969641,19.244441,1,1
LZTS3,0.64301685930846,0.463360660606118,0.636547050323608,11.153656,10.510639,1,1
ELP6,-0.504158605228774,0.463415976997051,0.636568671451069,11.346858,11.851016,1,1
NCOA7,-0.62799973456891,0.463557987112668,0.636709365048689,15.183837,15.811836,1,1
SLC25A1,-0.684495136851357,0.463708197850139,0.636816976651172,20.095584,20.780079,1,1
ANKRD13A,0.643559753464755,0.463715520426419,0.636816976651172,15.936658,15.293099,1,1
MRPL55,0.439231625668066,0.463775234765352,0.636844606502683,9.063613,8.624381,1,1
PSME4,-0.532892233795595,0.463861552331234,0.636908759407169,13.515431,14.048324,1,1
ANP32E,-0.635255156227352,0.463990727713388,0.637005744639895,15.193706,15.828961,1,1
RWDD2B,0.525870102846087,0.464023371157631,0.637005744639895,12.869008,12.343138,1,1
FUT2,0.416990321952024,0.464054631323601,0.637005744639895,10.18146,9.76447,1,1
TREML1,0.518807155723866,0.464090606546275,0.637005744639895,7.890911,7.372104,1,1
REM2,0.445567277688829,0.464320153588295,0.637266434876196,10.842635,10.397068,1,1
HNRNPF,-0.854074850312909,0.464738370274611,0.637786002346146,21.847855,22.701929,1,1
H2AP,-0.467182896827037,0.464869473336417,0.637911492973545,8.092254,8.559436,1,1
WDCP,0.700527258378605,0.46496193187647,0.63798393723777,15.381077,14.680549,1,1
KLC1,-0.850397438972035,0.465024729622128,0.63801567442142,27.528495,28.378893,1,1
SLFN12,-0.492650731903483,0.465071675501475,0.638025659226009,12.355909,12.84856,1,1
GABRR1,0.498642141340781,0.465242885497645,0.638206104080522,10.83507,10.336428,1,1
GCNT4,-0.415050621715633,0.465356261429393,0.638217951395404,8.547267,8.962317,1,1
AREL1,-0.551225297851826,0.465409721843613,0.638217951395404,12.992296,13.543521,1,1
MYT1L,0.38973668101546,0.465412503549878,0.638217951395404,9.123531,8.733794,1,1
CARD16,0.490728310305316,0.465423063181133,0.638217951395404,10.394527,9.903799,1,1
DPCD,-0.533060106299658,0.465449923518285,0.638217951395404,11.901926,12.434986,1,1
DEGS1,0.595015566500402,0.465546207591492,0.638283230511797,16.398913,15.803898,1,1
SLC27A1,0.516060554598488,0.465627133535342,0.638283230511797,10.706719,10.190659,1,1
B4GALT6,0.414661235967582,0.465650513644114,0.638283230511797,8.671944,8.257283,1,1
KXD1,0.648871782108127,0.465685440225364,0.638283230511797,18.475305,17.826434,1,1
PTCH1,0.526439840057364,0.465695953124592,0.638283230511797,12.827799,12.301359,1,1
UTP23,0.47484618369463,0.46583925252771,0.638425233269913,10.187003,9.712157,1,1
ZNF253,0.459517346617119,0.465919511463757,0.638480823241294,11.717269,11.257752,1,1
CALML6,0.524020404720199,0.466237148008496,0.638837173875208,10.724321,10.200301,1,1
HSPD1,3.06766031891064,0.466297731929239,0.638837173875208,34.818224,31.750564,1,1
FUT1,-0.46663353380359,0.466298708113339,0.638837173875208,11.158148,11.624782,1,1
TMEM132A,0.460009502814099,0.466538145540318,0.639092828069449,11.054257,10.594247,1,1
SEC61A2,-0.511555811801516,0.466564784083031,0.639092828069449,11.316437,11.827993,1,1
NR3C1,-0.687409405584461,0.466619216562259,0.639112959140541,17.847629,18.535038,1,1
ATM,-0.601146291172697,0.466823472410611,0.639297066371983,19.263391,19.864538,1,1
DCP1A,0.372616248471394,0.466833128857183,0.639297066371983,9.053172,8.680556,1,1
PAX5,0.459170966157837,0.46712864499776,0.639647294921162,9.603937,9.144766,1,1
ULK3,0.458571071340064,0.467210371292303,0.639688488496593,10.099181,9.64061,1,1
CLDN8,-0.442464309251328,0.467238271751926,0.639688488496593,9.525792,9.968257,1,1
CEP104,-0.444959629794738,0.467363362966245,0.639796878983002,8.743875,9.188834,1,1
THEM6,0.546014804903731,0.467396998759654,0.639796878983002,12.584445,12.03843,1,1
GPALPP1,-0.576621560479312,0.467534472756542,0.639930598231319,11.590724,12.167346,1,1
TMEM91,-0.427049987845949,0.467790207980314,0.64022614917932,8.776322,9.203372,1,1
MKLN1,0.655577018491464,0.467893498895845,0.640313029544862,21.025289,20.369712,1,1
ZNF394,0.698431582247878,0.468027090459613,0.640441358086815,12.696521,11.998089,1,1
C16orf86,0.407688739689398,0.468166037817965,0.640576992961646,9.175998,8.768309,1,1
CCDC140,0.457806971639092,0.468340126238825,0.640760683091635,9.109048,8.651241,1,1
THBS1,-1.96161371736129,0.468490044549136,0.64088707426297,50.996639,52.958253,1,1
GLB1L2,0.462956777812767,0.468534765000631,0.64088707426297,10.392882,9.929925,1,1
NT5C3A,0.567669938395026,0.468552045900166,0.64088707426297,14.958293,14.390623,1,1
DPAGT1,-0.549669130281972,0.468730027338066,0.641075999974953,11.854152,12.403822,1,1
DLG1,-0.487141607987759,0.468937319273905,0.641304977740115,11.601158,12.088299,1,1
MYO5C,-0.470829641148129,0.469232870820468,0.641616233640791,11.591321,12.06215,1,1
PDPK1,0.507478821157205,0.469283459315946,0.641616233640791,15.232925,14.725446,1,1
KCNMB3,-0.435222271329913,0.469284591678081,0.641616233640791,9.513264,9.948486,1,1
CNOT9,-0.570200063234456,0.469419831711149,0.641746585060954,13.003622,13.573822,1,1
QRICH1,-0.686999596042554,0.469533487228082,0.64178156605769,19.138943,19.825943,1,1
GNL3L,-0.598920101727245,0.469553471268932,0.64178156605769,17.243093,17.842013,1,1
SOX15,0.504584890638421,0.469565124929551,0.64178156605769,10.846643,10.342058,1,1
CHST14,0.483667631083922,0.469717435789652,0.641819007056308,12.465714,11.982047,1,1
GAB2,-0.539397951672431,0.469719639885136,0.641819007056308,14.753587,15.292985,1,1
CNNM3,-0.855568759197105,0.469758424222395,0.641819007056308,16.510757,17.366326,1,1
UTP14C,-0.569379428506416,0.469766022444414,0.641819007056308,15.220969,15.790348,1,1
SHTN1,0.648814274979184,0.469811130249811,0.641819007056308,14.181774,13.53296,1,1
PFKM,-0.5930466853179,0.469831944110978,0.641819007056308,13.703947,14.296993,1,1
PDF,0.494501320099589,0.469881567510051,0.641824292479961,12.000302,11.505801,1,1
CMPK1,-0.518393280014164,0.469915622248447,0.641824292479961,12.19399,12.712383,1,1
HHIPL2,0.490433270711062,0.470017562030564,0.641909014833963,8.394978,7.904545,1,1
TMEM129,-0.517780261208314,0.470525146477122,0.642547669887759,13.636715,14.154495,1,1
AHSG,-0.528856926709199,0.470592982257017,0.642585748078943,10.680584,11.209441,1,1
COL13A1,0.610732043309817,0.470861286472341,0.642856400016688,11.761137,11.150405,1,1
PARD3,0.433761669508304,0.470871129606852,0.642856400016688,9.833433,9.399672,1,1
TRH,0.440030808465133,0.47122899640334,0.643290373294121,10.229615,9.789584,1,1
PMS2,-0.46719267568719,0.471302520276239,0.643336139872955,11.020432,11.487624,1,1
NCAPD2,-0.477786801637167,0.471408144774775,0.643425712878265,10.124414,10.6022,1,1
TMEM237,0.495629306565458,0.471500984136154,0.643497821709452,11.937273,11.441644,1,1
MDM4,-0.731716296201494,0.471692997931093,0.643705258673315,22.447147,23.178863,1,1
ITPR1,-0.411071743240949,0.471790065454977,0.643783101109515,10.111932,10.523003,1,1
FSIP2,0.428851563134058,0.471832465955329,0.643786340551876,9.24791,8.819059,1,1
BRI3BP,-0.414787551326329,0.472298438518829,0.644265147350254,8.877949,9.292737,1,1
SH3BP5L,-0.551512054034642,0.472347796653083,0.644265147350254,15.352283,15.903795,1,1
SIRT1,-0.577879101597045,0.472370275383019,0.644265147350254,13.170163,13.748042,1,1
MAD2L1,0.528085909106514,0.472373674700579,0.644265147350254,10.934845,10.406759,1,1
AKAP10,0.558802644067685,0.472398448145824,0.644265147350254,13.758206,13.199404,1,1
KRT28,0.481582466142001,0.47244886705674,0.644265147350254,11.593363,11.111781,1,1
HNF1A,0.657713425150853,0.472487751827366,0.644265147350254,9.849465,9.191751,1,1
CDK2AP1,-0.975291074956473,0.472503834751529,0.644265147350254,33.599526,34.574817,1,1
KRT74,0.448588720604798,0.472552150539396,0.644276408347516,9.421001,8.972412,1,1
KCNE4,0.529259917625959,0.472689431162898,0.644330574563983,12.466081,11.936821,1,1
LRRC36,0.431243636907436,0.472706764218672,0.644330574563983,9.969007,9.537764,1,1
ELMO2,-0.583185130512561,0.472712060423713,0.644330574563983,11.655341,12.238526,1,1
PCYOX1L,0.543088471175622,0.47284265774028,0.644453970603734,13.555934,13.012845,1,1
TRIM41,-0.551868177939633,0.472896316298036,0.644472492063854,13.615408,14.167276,1,1
MS4A2,0.424171516174534,0.472973162676437,0.644522608530696,8.844938,8.420766,1,1
FTH1,-8.00545236008166,0.473140657911819,0.644676777073997,81.825252,89.830704,1,1
AFG3L2,-0.663070223806226,0.47320384303985,0.644676777073997,17.624438,18.287508,1,1
FMC1,-0.522055049522272,0.473206542535166,0.644676777073997,12.714638,13.236694,1,1
CTNNAL1,-0.516259384103668,0.473286989971977,0.644724473176465,14.608534,15.124793,1,1
SUSD4,-0.490486526601073,0.473321722162876,0.644724473176465,9.934315,10.424801,1,1
MUC21,-0.436036180344669,0.473521753247165,0.644942321892405,9.28905,9.725086,1,1
PAXX,0.469298581970373,0.473624827594426,0.645028088656117,13.174976,12.705677,1,1
CEP89,-0.405941887894405,0.473765074485381,0.64516446177486,9.686027,10.091968,1,1
BCL7C,-0.612863628293187,0.473854936329442,0.645187659428415,18.563332,19.176196,1,1
PIWIL3,-0.416724101934598,0.473865398952325,0.645187659428415,9.119513,9.536237,1,1
IFFO2,0.531480177914425,0.473939629464204,0.645187659428415,14.24471,13.71323,1,1
CYP2R1,0.513297012874055,0.473942563799224,0.645187659428415,13.130838,12.617541,1,1
HSPB9,0.468602790955515,0.474052437058683,0.645270858158712,8.56586,8.097257,1,1
ASPDH,-0.433986200914751,0.474083917611384,0.645270858158712,9.197758,9.631744,1,1
PRPF3,0.744251308417073,0.474315854895952,0.645510168954328,19.235789,18.491538,1,1
MRPS6,0.606287058297692,0.474340007888038,0.645510168954328,15.149023,14.542736,1,1
KRTAP21-2,0.388761745687859,0.474414541764541,0.645549715548136,9.229446,8.840684,1,1
ZNF528,-0.477103524350843,0.474449340182449,0.645549715548136,12.749605,13.226708,1,1
HORMAD2,0.432065402188512,0.474501988911897,0.645566739101587,8.93278,8.500715,1,1
VCX3B,0.406734845682998,0.474564024890297,0.645574038291523,9.352929,8.946194,1,1
MBOAT1,0.448147588047972,0.474587629243905,0.645574038291523,10.938388,10.490241,1,1
BRF2,0.403730837254638,0.474744426493984,0.64573271507224,10.963108,10.559377,1,1
CYP51A1,-0.527036731893368,0.474806581661006,0.645762646662914,13.288961,13.815998,1,1
TRO,-0.412933256805031,0.474903328945927,0.645839616366474,7.602934,8.015867,1,1
PITRM1,-0.528315196219634,0.47519516039846,0.646181853216845,11.454069,11.982384,1,1
ASCC3,-0.642256442946618,0.475280125313302,0.646191040415879,16.456991,17.099247,1,1
UNKL,0.381050279861235,0.475292407080398,0.646191040415879,9.162798,8.781748,1,1
EPB41L3,-0.393257388928408,0.475349319298423,0.646191040415879,8.389557,8.782814,1,1
RTN4,-2.97573196251501,0.475362620629239,0.646191040415879,84.217838,87.19357,1,1
GSTM4,0.640647370276856,0.475420484614055,0.646195633663277,17.262126,16.621478,1,1
DDX39A,-0.41978101679601,0.475446352199156,0.646195633663277,10.003927,10.423708,1,1
RCCD1,-0.433481825550571,0.475550358343666,0.646282379687328,9.511337,9.944819,1,1
SDF2L1,0.592625920605693,0.475832791086172,0.646611575855863,14.554309,13.961683,1,1
AP1AR,-0.478023942543834,0.475922165700246,0.646678390903333,9.604655,10.082679,1,1
EDN1,0.487689457930527,0.476146027108144,0.64692791856795,11.603404,11.115714,1,1
FNDC7,0.434674810430016,0.476283074469485,0.647059461928135,9.47586,9.041185,1,1
RPS15,2.71052693254157,0.476344993026169,0.64708892464805,87.000065,84.289538,1,1
CDH2,0.523905659263781,0.476488081557572,0.647228638102525,10.701074,10.177168,1,1
PPP2R5B,0.431850542022724,0.476635525975387,0.647374244197613,10.40027,9.96842,1,1
SERPINH1,2.4785734395272,0.476715796175565,0.647418332712493,43.479831,41.001257,1,1
STX5,-0.687622144624786,0.476748491211562,0.647418332712493,20.225889,20.913511,1,1
ZNF384,0.584222397246911,0.476854052400749,0.647507013829772,18.111684,17.527462,1,1
SDR39U1,-0.702414417378668,0.477090455328335,0.647740433470687,15.329108,16.031522,1,1
OR2AT4,0.427839567263918,0.477119950060325,0.647740433470687,10.656521,10.228682,1,1
VPS25,-0.587871374505944,0.477146770440232,0.647740433470687,15.935065,16.522937,1,1
SCYL2,-0.5788206155338,0.477272550142363,0.647856502362205,16.147242,16.726062,1,1
PIBF1,0.425438619279241,0.477332628308509,0.647883374996968,11.292312,10.866873,1,1
ARHGAP1,-0.696657163326186,0.477559599887833,0.648136748341567,18.800458,19.497115,1,1
BCKDK,-0.561089110236836,0.477697080814537,0.648268633801976,14.035573,14.596662,1,1
REC8,-0.523289814741927,0.477973058921109,0.648555513908884,13.287361,13.810651,1,1
CHSY1,-0.616311678982747,0.478008600889721,0.648555513908884,18.037095,18.653407,1,1
TMEM240,0.422082834816599,0.478029446492777,0.648555513908884,9.628788,9.206705,1,1
TRIP10,-0.733808332449431,0.47833000556108,0.648908553428173,19.692849,20.426657,1,1
AP4B1,0.519380316374793,0.478683398468471,0.649333202409284,12.184015,11.664635,1,1
RPS29,3.46355856858287,0.478792104807278,0.649425890851768,177.096041,173.632483,1,1
DSN1,-0.46723995322273,0.478933560203593,0.649562980210354,10.904548,11.371788,1,1
WNT5B,0.401554964601045,0.479043354861876,0.649621896058734,8.922533,8.520978,1,1
PTCH2,0.468534472012756,0.479057778484994,0.649621896058734,9.234849,8.766314,1,1
NDUFAF6,0.344029179576671,0.479220111813326,0.649787243163508,8.859382,8.515353,1,1
PRKAB1,-0.640618604671046,0.479287753177787,0.649824177873348,13.137574,13.778193,1,1
LIPC,-0.395650012668591,0.479470813493338,0.649972176515272,9.125643,9.521293,1,1
UEVLD,0.479963737648802,0.479523076419503,0.649972176515272,14.413362,13.933399,1,1
HDAC11,-0.582486671114729,0.479528049718774,0.649972176515272,18.751558,19.334044,1,1
CBY1,0.530793249478068,0.479558556248865,0.649972176515272,14.620501,14.089708,1,1
METTL21A,-0.559154571478848,0.479785642482524,0.650225166303414,14.550214,15.109368,1,1
WLS,-0.611110017757227,0.480064393808623,0.650548126212646,23.184699,23.795809,1,1
MTRF1,-0.457900965927657,0.480287563555666,0.650795717963718,9.309138,9.767039,1,1
CRIP1,0.676865013281329,0.480379652556875,0.650865666896199,13.454585,12.77772,1,1
PRKD3,-0.4769865836502,0.480498015371891,0.650918544302869,11.608583,12.08557,1,1
LSM11,-0.455481755011011,0.480499619280525,0.650918544302869,9.823423,10.278904,1,1
INPP5K,-0.595934273145586,0.480598118340928,0.650997148003663,15.17323,15.769164,1,1
KRTAP11-1,0.553132999941038,0.480770978741918,0.651176456596632,10.772889,10.219756,1,1
SP8,0.497592578912194,0.480822732111012,0.651191716341657,9.111331,8.613738,1,1
ERO1B,0.431381252979991,0.480867600138531,0.65119764929091,9.407001,8.975619,1,1
CDC37L1,0.527593695541137,0.480992741912166,0.651312279922149,12.287926,11.760333,1,1
HMG20A,0.594306690008262,0.481180568369297,0.651489825344567,14.363138,13.768831,1,1
IST1,0.608477876471923,0.481204869752142,0.651489825344567,20.442672,19.834194,1,1
C3orf38,-0.82171382171251,0.481293629968133,0.651555150610845,13.39149,14.213204,1,1
ACIN1,-0.710748413166449,0.481485933464055,0.651760625638433,19.355596,20.066344,1,1
PTPRK,-0.508193293433168,0.481628728543098,0.65189905494296,13.690275,14.198469,1,1
TRIM67,-0.39082466698054,0.481867604262763,0.652167498061451,8.79294,9.183765,1,1
PIP4K2C,-0.647358560974983,0.481999783843041,0.652291503856245,15.190399,15.837758,1,1
CYP3A5,0.494982755437901,0.482134374853499,0.652418751905071,9.864351,9.369368,1,1
TCEANC2,0.515473761513807,0.482488056801396,0.652787990859332,11.13623,10.620756,1,1
LCN2,0.515283754334647,0.482488413040024,0.652787990859332,7.20306,6.687777,1,1
NOL6,0.433699853449498,0.483235130937398,0.653623675940584,11.163906,10.730206,1,1
NLRP10,0.49709547583073,0.483272149558201,0.653623675940584,8.273866,7.776771,1,1
RPUSD2,0.462572081866544,0.483283680901623,0.653623675940584,9.762212,9.29964,1,1
EYA2,0.479737107522382,0.483312673711547,0.653623675940584,9.332067,8.85233,1,1
SMG6,0.435596490749203,0.483379550295361,0.653623675940584,12.353719,11.918123,1,1
ADGRL2,1.0079800131345,0.483411723988302,0.653623675940584,29.62298,28.615,1,1
