Gene,logFC,P.Value,adj.P.Val,AveExpr_cluster,AveExpr_rest,percentExpr_cluster,percentExpr_rest
TMPRSS9,1.39912818324944,0.0148694725072951,0.061201621122566,9.89756,8.498432,1,1
TMEM108,1.94827215156342,0.0148704262215237,0.061201621122566,11.88086,9.932588,1,1
SLC22A18,1.45056093792723,0.0148954857974465,0.0612890748442389,11.380217,9.929656,1,1
SLC34A3,1.8848733600944,0.014939799458164,0.0614556865690819,12.793619,10.908745,1,1
ADAP1,1.5294920125651,0.0149587799394548,0.0615180303109669,11.470455,9.940963,1,1
LCTL,1.37089587932971,0.0149838490537617,0.0616053753018157,8.862524,7.491628,1,1
LIPE,1.7686380372419,0.0149935628862175,0.0616200310590581,11.641657,9.873019,1,1
TMEM95,1.33193964101535,0.0149950759490894,0.0616200310590581,7.938627,6.606687,1,1
RBBP6,-1.83784501600747,0.0149995564019167,0.0616226986381683,14.212446,16.050291,1,1
NGRN,-2.49976040695997,0.0150072969229643,0.0616324068998986,19.221322,21.721082,1,1
BARD1,1.74567790774556,0.0150095833018467,0.0616324068998986,11.44332,9.697643,1,1
CT45A1,2.83562677014958,0.0150142718948504,0.0616359237255676,18.480975,15.645348,1,1
CFAP206,1.38451226143782,0.015075247256664,0.061858953435065,9.818466,8.433954,1,1
SEPHS2,-2.17677334953008,0.0150778244255381,0.061858953435065,13.410175,15.586948,1,1
FARP2,-1.8715381107117,0.0150826757372008,0.061858953435065,14.253122,16.12466,1,1
MCL1,-9.41553551397284,0.0150839850393139,0.061858953435065,57.634735,67.05027,1,1
SDS,1.64489211535557,0.015102766220707,0.0619201865648359,11.704967,10.060075,1,1
HNRNPK,-6.52732008428976,0.0151193558254577,0.0619724054782524,60.586663,67.113983,1,1
ITCH,-2.43467022596845,0.0151250867570999,0.0619801007391579,25.935621,28.370292,1,1
OR14C36,1.45617196948669,0.0151386566888335,0.0620199068220066,9.720254,8.264082,1,1
D2HGDH,2.34334111007261,0.0151496049222964,0.0620460128592811,16.180904,13.837563,1,1
GFOD2,1.81444647749093,0.0151527442496429,0.0620460128592811,13.7286,11.914154,1,1
LAMB2,-6.6155600059256,0.0151682577869661,0.0620937282376084,58.15936,64.77492,1,1
GSDMD,-2.18109975284312,0.0151769442713556,0.062113478794016,16.85438,19.03548,1,1
DCAF6,-2.52398852120231,0.0151952406675978,0.0621725390225499,21.600587,24.124576,1,1
CHCHD7,-1.6627783625888,0.0152019907022256,0.062172715724382,9.1505,10.813278,1,1
SLC45A3,1.51532366908388,0.0152030148560056,0.062172715724382,9.284458,7.769134,1,1
TNFAIP2,3.89815340809319,0.0152116248055517,0.0621921132111067,30.280554,26.3824,1,1
IL5,1.33914135243813,0.0152334106772606,0.0622653563743478,10.110119,8.770978,1,1
ABCC6,2.01834789855999,0.0152445955291402,0.0622952425027161,13.53754,11.519192,1,1
LCN12,1.11723640670766,0.0152855594341334,0.0624467711299471,6.438262,5.321026,1,1
ERO1A,3.1452527050074,0.0153020903326742,0.0624984309067375,21.726894,18.581642,1,1
TMEM140,-2.8489367714176,0.0153176769638669,0.0625435747528193,24.856743,27.70568,1,1
NRTN,1.59553621122331,0.0153209204505165,0.0625435747528193,10.00029,8.404754,1,1
PTPRN,1.48237444150758,0.015338810254946,0.0626007166050625,10.514648,9.032274,1,1
CSTF3,-2.05155579498493,0.0153438341779707,0.0626053345810454,17.940863,19.992418,1,1
CLUH,1.58219745899262,0.0153979863144576,0.0628103504645539,12.112187,10.52999,1,1
EPS8L1,1.63019197104125,0.0154177590174193,0.0628750598468996,9.933603,8.303411,1,1
YWHAZ,-7.23891425786427,0.0154344093562698,0.0629216615127536,75.732271,82.971185,1,1
MUC12,1.71670493773826,0.0154421714396192,0.0629216615127536,12.33763,10.620925,1,1
ARID3A,1.30004279564899,0.015442392791716,0.0629216615127536,9.272872,7.972829,1,1
ADAMTS2,-1.69307709991674,0.0154448345966396,0.0629216615127536,8.39887,10.091947,1,1
SLC10A3,-1.75027051434717,0.0154828180548049,0.0630604319051612,11.642019,13.392289,1,1
TFPT,1.64453140870919,0.015504605543394,0.0631331836860632,11.472804,9.828273,1,1
RIMBP2,1.50219227805798,0.0155168851287079,0.0631582266917177,8.954518,7.452326,1,1
NFKBIB,1.64803305866054,0.0155186092940605,0.0631582266917177,11.410962,9.762929,1,1
MLF2,-2.37418219503042,0.0155253000845788,0.0631694729472212,19.525151,21.899333,1,1
DLGAP2,1.39083062652041,0.0155358081753201,0.0631962414496329,9.587093,8.196262,1,1
RAB9A,-1.94410427656525,0.0155670393035173,0.0633072718477299,12.634114,14.578218,1,1
JADE1,-2.31529713657511,0.0155754173478092,0.0633253318054003,21.510948,23.826245,1,1
IRS1,1.38561103285477,0.0155985142769011,0.0634032104194282,10.232863,8.847252,1,1
MEF2B,1.52843073735075,0.015639135477153,0.0635463908830099,10.183151,8.65472,1,1
SNX17,-1.85400143966703,0.0156416414763639,0.0635463908830099,13.45002,15.304021,1,1
SIM1,1.18888453444705,0.0156539137128437,0.063580188928631,8.711656,7.522771,1,1
SEC24C,-1.6946906935085,0.0156675464784557,0.0636194944608637,12.314572,14.009262,1,1
KDM1A,2.54550653962689,0.0156979080510867,0.0637266918459561,20.909998,18.364491,1,1
ATP6V1G3,1.24182952374951,0.0157262943368303,0.0638258183481147,9.323397,8.081567,1,1
CLK1,-5.61004482203231,0.0157364802288173,0.0638435585229677,38.599811,44.209855,1,1
IQCG,1.50831698141401,0.0157386041745565,0.0638435585229677,11.7176,10.209283,1,1
GALK1,1.81221360105801,0.0157483646665556,0.0638670441999194,13.408553,11.59634,1,1
POLD1,1.60116805288871,0.0157697963162842,0.0639329966412273,12.480238,10.87907,1,1
CDR2,-1.8277207277554,0.0157725771370548,0.0639329966412273,15.65503,17.482751,1,1
TMEM170B,-1.46783276508639,0.0157779777068012,0.063938773856435,8.42632,9.894153,1,1
SUGT1,-3.05981923586019,0.0157956543948828,0.0639942834476812,19.662526,22.722345,1,1
TRPM5,1.31826586847181,0.0158024675141123,0.0640057636607861,8.78408,7.465814,1,1
ZBTB7B,2.43762918863805,0.0158088575898009,0.0640124996998268,17.662115,15.224486,1,1
TSPAN15,-2.30321042869687,0.0158120903573372,0.0640124996998268,16.726534,19.029744,1,1
SLC52A2,1.78617376802975,0.0158926943555401,0.0643226210403892,15.175658,13.389484,1,1
EPB41L4B,1.48022783383147,0.0159086950475392,0.064371182677892,10.726018,9.24579,1,1
NAPSA,1.74410840555015,0.0159223263172133,0.0643958987985368,13.336247,11.592139,1,1
CUBN,-1.6417739705692,0.0159228108382107,0.0643958987985368,9.134117,10.775891,1,1
CDC42EP1,2.19796807029719,0.0159552497460517,0.0645000831660191,16.879488,14.68152,1,1
VDAC1,-1.75982437032298,0.0159565923226554,0.0645000831660191,14.43156,16.191384,1,1
SYT4,1.74835500761888,0.0159635739099623,0.0645031526863329,10.964204,9.215849,1,1
NDUFB6,-2.54752016308332,0.0159653724722887,0.0645031526863329,22.414071,24.961591,1,1
NKX2-3,1.50190864269008,0.0160412183181896,0.0647738079604248,9.681341,8.179432,1,1
ADIPOR2,-1.857630556624,0.0160450348715533,0.0647738079604248,15.435069,17.292699,1,1
YIPF1,1.84025853945407,0.0160479980574277,0.0647738079604248,15.492419,13.652161,1,1
PRDM9,1.39033553285946,0.0160493243999901,0.0647738079604248,9.727677,8.337342,1,1
ZNF771,1.68803623899237,0.0160524992868847,0.0647738079604248,11.225253,9.537217,1,1
GRIK3,2.07097513885553,0.0160674457137027,0.0648131755275816,11.683546,9.612571,1,1
SNRPE,2.80042433239853,0.0160703148473014,0.0648131755275816,26.209865,23.409441,1,1
THUMPD3,1.30523693454042,0.016084075607155,0.0648524121497823,9.511321,8.206084,1,1
SLC35A4,-1.88291471379488,0.0160886205873588,0.0648544795807216,15.12751,17.010425,1,1
THOC6,1.68010398216578,0.0160999882580212,0.0648840418797325,12.49808,10.817976,1,1
LDHAL6A,2.53188863192371,0.0161176194375456,0.0649388254091894,13.323127,10.791239,1,1
TAS2R45,1.64559903667775,0.0161494761805712,0.065050882766919,11.891733,10.246134,1,1
ZNF714,1.65495430810369,0.0161557161003897,0.0650597240257055,11.097072,9.442117,1,1
PCM1,-2.50548725253748,0.0161599878573898,0.0650606369707779,18.975624,21.481111,1,1
BCL2L2,-2.63787926258292,0.0161700613750274,0.0650849016906757,21.690219,24.328098,1,1
GIPR,1.84848653029484,0.0162266660595671,0.0652963965229113,12.198826,10.350339,1,1
RAB7A,-3.99805213904484,0.0162323798201921,0.0653030507823835,33.495424,37.493476,1,1
COLQ,1.53542848268973,0.0162609356628909,0.0654015726936577,10.704821,9.169392,1,1
AGPAT5,1.62969029738875,0.016270342272074,0.0654230462760096,11.476453,9.846763,1,1
RAB3GAP1,-2.16638123903097,0.0163068693189347,0.0655535331481492,16.63743,18.803811,1,1
HPSE2,1.6237207728762,0.0163448580100964,0.0656898291440258,10.958446,9.334725,1,1
TM2D2,-2.05257933205168,0.0163611409321777,0.0657388435556199,13.932616,15.985196,1,1
GYPA,1.40510558077869,0.0164178523437947,0.0659502340403582,9.405875,8.00077,1,1
CLDN24,1.62025974467289,0.0164427891689378,0.0660339128572274,9.844082,8.223823,1,1
TEDC2,1.93206633070502,0.0164599062920895,0.0660861539695375,12.291875,10.359809,1,1
F2RL2,1.56205065692486,0.0164688970024118,0.0661023093423038,11.384357,9.822306,1,1
PIANP,1.93787144109456,0.0164721497042995,0.0661023093423038,14.262271,12.324399,1,1
FCSK,1.47991889067973,0.0164782271263339,0.0661102033175242,10.020255,8.540336,1,1
TTC1,-1.73785594651881,0.0164892566646672,0.0661219292075333,12.783486,14.521342,1,1
TENM2,-1.84671114602302,0.0164893719256041,0.0661219292075333,11.413066,13.259777,1,1
DNAAF3,1.3897820523635,0.0165185584373987,0.0662224561084546,9.755217,8.365435,1,1
OR4C12,1.64254689822981,0.0165396865428519,0.0662906350249764,11.086617,9.44407,1,1
RASL12,-1.5942406475888,0.0165699038345419,0.066395200118279,9.45911,11.053351,1,1
MRGPRG,1.66633645895584,0.0165860817251404,0.0664434715982958,11.747031,10.080694,1,1
AGBL4,1.44906897107502,0.0165958687516219,0.0664661237552505,8.943178,7.494109,1,1
SEMG1,1.74006058540179,0.0166263200908736,0.0665715041925842,12.151813,10.411752,1,1
RBM6,-2.2363197414734,0.0166531581458652,0.0666457148334793,19.936679,22.172999,1,1
PHLDA2,1.62853747619179,0.0166547897147178,0.0666457148334793,12.024584,10.396047,1,1
KRBA1,1.67812311595567,0.0166572851051098,0.0666457148334793,12.375502,10.697379,1,1
THY1,-2.42422438097895,0.0166661944775199,0.0666647779100794,11.512148,13.936373,1,1
C1orf162,2.07985263357602,0.0166791928175419,0.0666841741818882,16.073008,13.993155,1,1
KRTAP21-1,1.28939968164779,0.0166793355343034,0.0666841741818882,8.444183,7.154784,1,1
RC3H2,-1.66091221872002,0.0166840359305678,0.066686390135997,10.203002,11.863914,1,1
TRIP11,-2.02780720871077,0.0166987618565691,0.066728667254921,20.80967,22.837477,1,1
CXCL14,-6.92370050156444,0.0167444909352581,0.0668947819678816,16.247878,23.171579,1,1
TMEM121B,1.58385632259161,0.0167524998942115,0.0668990813091844,10.154168,8.570311,1,1
PLPPR4,1.59300946922701,0.0167538858190372,0.0668990813091844,9.156028,7.563018,1,1
BCL2L13,-3.82232852329597,0.0167581272691797,0.0668994090338761,24.670729,28.493057,1,1
DDX41,1.44269102811813,0.0167638162507505,0.0669055137908365,12.149328,10.706637,1,1
PI16,1.5363702245949,0.0167800243012944,0.0669535874130534,9.998582,8.462212,1,1
PIKFYVE,-1.80605514981874,0.0168090695228095,0.0670528457849376,17.81728,19.623335,1,1
OR4E1,2.0055699091711,0.0168160105578091,0.0670639012674934,14.531974,12.526404,1,1
SLC30A5,-1.69241077413119,0.016861410283744,0.0672282902835248,12.81889,14.5113,1,1
MIER1,-2.49223121101895,0.0168960505792659,0.0673478622287599,21.020234,23.512466,1,1
SCG2,1.3787599728479,0.0168997744314396,0.0673478622287599,10.212819,8.834059,1,1
CCDC85A,1.43257240368346,0.0169082363761303,0.0673494758525717,9.974606,8.542034,1,1
TESK2,1.44866183589375,0.0169085540594805,0.0673494758525717,10.033944,8.585282,1,1
PDCD1LG2,-1.60658099580809,0.0169177121731783,0.067369270263283,9.808095,11.414676,1,1
KRTAP1-1,1.68577419085936,0.0169379751915953,0.0674332655895096,11.575503,9.889729,1,1
FAM47E,-1.22013254203494,0.016947881825969,0.067456008732711,7.802995,9.023128,1,1
ARHGAP29,-3.42369809364001,0.0169588833917236,0.0674830975933899,32.788742,36.21244,1,1
MYOZ1,-1.81957733811754,0.0170282916570346,0.0677375257086913,11.469548,13.289125,1,1
UGGT1,-2.22441489373107,0.017031245583558,0.0677375257086913,18.632962,20.857376,1,1
PDZD7,1.83280948987083,0.0170423044432493,0.0677452919797675,12.197069,10.36426,1,1
CD163,3.07735699862457,0.0170443212950344,0.0677452919797675,16.459162,13.381805,1,1
DENND4B,2.22676487892737,0.0170458341607883,0.0677452919797675,16.800118,14.573353,1,1
TIMM29,-1.72729582880311,0.0170789803931074,0.0678586991892919,10.485149,12.212445,1,1
KSR2,1.40995443837037,0.0170828073251332,0.0678586991892919,7.610919,6.200964,1,1
C19orf38,1.32293290527696,0.0170905201711839,0.0678725744279809,9.915055,8.592122,1,1
GMFB,-2.13852797553997,0.0171000569813935,0.0678936846429852,15.125889,17.264417,1,1
P2RX3,1.31836708993106,0.0171060770846226,0.0679008252292867,9.950931,8.632564,1,1
PUSL1,1.53518705949467,0.0171159737175227,0.067908981554345,12.095682,10.560495,1,1
CCDC90B,-2.5955815516509,0.017120732007932,0.067908981554345,19.668941,22.264523,1,1
NRSN2,2.78038221597671,0.0171207983214915,0.067908981554345,16.614737,13.834354,1,1
RPL36A,8.28576549788743,0.0171269623867043,0.0679166822060533,70.230738,61.944972,1,1
RREB1,-2.19466197284269,0.017143583228841,0.0679369539393827,14.811348,17.00601,1,1
DBI,-4.28274898525613,0.0171436847936812,0.0679369539393827,21.867684,26.150433,1,1
DMAP1,-1.95810640907563,0.017144746085548,0.0679369539393827,13.145863,15.10397,1,1
IFT20,-2.23837740441938,0.0171561440055262,0.0679614653758179,14.427086,16.665463,1,1
KHDC3L,2.07835725979801,0.0171593826716735,0.0679614653758179,11.950078,9.871721,1,1
ZNF99,1.29955986776479,0.0171917690322965,0.0680729722096153,7.294538,5.994978,1,1
CDH7,1.37107290673738,0.0173051448185836,0.0685050330450649,8.969255,7.598182,1,1
OR6C4,1.26233317020308,0.0173156507996624,0.0685297557730734,8.802275,7.539942,1,1
CRYGA,1.54105194504299,0.0173552337493497,0.0686614249968634,11.527732,9.98668,1,1
RABGEF1,1.86771045051096,0.0173574579729698,0.0686614249968634,14.824149,12.956438,1,1
SLIT3,-2.25018838383419,0.0173928407496851,0.0687844727361531,13.847513,16.097701,1,1
ATP5PB,-2.41030180815494,0.0174068483838662,0.0688229472483047,21.880927,24.291228,1,1
ABCC9,1.67070416534188,0.0174402983079404,0.0689382546043042,9.868348,8.197644,1,1
UCP2,1.29143600451826,0.0174449406401577,0.0689396622251344,8.513206,7.22177,1,1
BEGAIN,1.99975762566791,0.0174639997094013,0.0689980278373888,16.543367,14.543609,1,1
SH2B3,1.8668840433354,0.0174755643855287,0.0690152776343402,14.090884,12.224,1,1
HYAL2,8.94052778728422,0.0174783571976712,0.0690152776343402,56.838582,47.898054,1,1
PRLHR,1.4095283940886,0.0174812385651767,0.0690152776343402,9.023083,7.613555,1,1
AVPR1A,1.65155709563911,0.0174962599030402,0.069057630498282,9.70878,8.057223,1,1
RNF152,-2.17480585430608,0.0175102491320674,0.0690958898528389,12.567576,14.742382,1,1
ALAD,-1.81902117242373,0.0175391723672081,0.0691930459539306,13.271072,15.090094,1,1
NPC1,1.4792040393595,0.0175752833591418,0.0693185035675423,12.767768,11.288564,1,1
CEP70,-1.64432927475863,0.0176012339462772,0.0694038359382011,9.879402,11.523731,1,1
PSME1,-2.59302770196961,0.0176183368058203,0.0694542473492189,19.191752,21.78478,1,1
C1orf174,2.13508732743765,0.0176335526036678,0.0694971967844629,18.71485,16.579762,1,1
B4GALNT3,1.55100113278171,0.017667172708708,0.0696126422946741,11.088135,9.537134,1,1
PGBD5,1.32739422383246,0.0177076877997303,0.0697551924004072,10.200351,8.872957,1,1
SMAD5,-2.38144141401219,0.0177271098600801,0.0698146021032146,17.329324,19.710765,1,1
ADHFE1,-1.56919160347652,0.0177417082567636,0.0698549903553944,10.765718,12.33491,1,1
FUNDC1,-1.53586892987915,0.0177512736817729,0.0698755472094066,9.653371,11.18924,1,1
OR3A2,1.31840043365525,0.0177626589372844,0.0698963042768127,9.309859,7.991458,1,1
CAPN15,1.79995634794923,0.0177652382419554,0.0698963042768127,17.596335,15.796379,1,1
TNFSF13,1.51132074860697,0.0177744878487299,0.0699155936803549,11.149999,9.638678,1,1
UBE2D3,-6.21491383577322,0.0177849669843653,0.0699397087962179,37.771892,43.986806,1,1
EMC9,1.68276632064348,0.017817400373552,0.0700501265236397,11.23512,9.552353,1,1
OLFM2,1.48799307921748,0.0178232554217238,0.0700560215549868,11.479977,9.991984,1,1
STX17,-1.81718229112171,0.0178340943221347,0.0700814984307879,14.949181,16.766363,1,1
SFTPA2,1.56862881560346,0.0178456725186098,0.0701049292344647,10.404899,8.836271,1,1
FAM120A,-2.58573562930329,0.0178487742610752,0.0701049292344647,18.245438,20.831173,1,1
GSTT4,1.69383608688524,0.0178810371173723,0.070214502196244,10.624988,8.931152,1,1
RNF38,-1.36639916957027,0.017901347709725,0.0702757581482364,9.330059,10.696458,1,1
TIMMDC1,-2.09617247872195,0.0179053753352072,0.0702757581482364,17.472646,19.568819,1,1
ZACN,1.28670378431441,0.0179113798068449,0.070282174387239,8.772174,7.485471,1,1
CCL4L1,1.62647242252789,0.0179159458039436,0.0702829444660069,12.710463,11.08399,1,1
CREB3,-1.96548766138578,0.0179409750506354,0.0703379096609921,11.736256,13.701743,1,1
ABCB11,1.58324325052432,0.0179426380927527,0.0703379096609921,10.511168,8.927924,1,1
REV3L,1.92833623201902,0.0179430765567676,0.0703379096609921,15.210006,13.28167,1,1
FBXL4,-1.74073226747747,0.0179534274580851,0.07036133704577,14.137084,15.877816,1,1
RND1,-1.65759487177043,0.0179710044304156,0.0704130658364932,6.69782,8.355415,1,1
SRSF8,-1.91666364566589,0.0180016752976473,0.0705160607616558,15.999735,17.916399,1,1
ANKRD18A,2.09345138300893,0.0180082181747379,0.0705245145172838,15.163478,13.070027,1,1
MT3,1.43171853601158,0.0180381140187765,0.0706243977307696,9.850971,8.419253,1,1
ZNF461,1.53291850439226,0.0180536652142097,0.0706680825761374,12.671905,11.138986,1,1
MPPE1,-2.65422753174756,0.0180815996925057,0.0707484779979689,24.967256,27.621483,1,1
AKNA,1.8795930864491,0.0180830013087323,0.0707484779979689,16.306678,14.427085,1,1
GAL3ST4,1.83079045322894,0.018094483193122,0.0707761837738752,14.887838,13.057048,1,1
AFM,-1.64512407455008,0.0181083583858337,0.0708132351757231,9.737411,11.382535,1,1
CDS1,-1.57024827973667,0.0181150678165896,0.0708222534667057,9.553333,11.123581,1,1
IGFBP6,1.26237629132525,0.0181485274609597,0.0709229729630362,8.83331,7.570934,1,1
SFXN5,1.6589967430412,0.018149649136773,0.0709229729630362,14.828765,13.169768,1,1
IRF1,-2.59967588096814,0.0181634906974244,0.0709598213207125,21.533044,24.13272,1,1
PRSS33,1.27808231381971,0.0182103120446118,0.0711155388269736,9.001985,7.723903,1,1
BSPRY,1.53989583782819,0.0182121925160597,0.0711155388269736,11.055154,9.515259,1,1
TAB3,-1.7698668188605,0.0182218519220955,0.0711359869696562,11.594833,13.3647,1,1
PGM5,1.50257620383134,0.0182464761750173,0.0712148320308123,10.227089,8.724513,1,1
BMPR1B,1.50110468442564,0.0182548866506086,0.0712260714138809,9.796322,8.295217,1,1
NRBF2,1.82684778124309,0.0182582126609942,0.0712260714138809,14.540973,12.714125,1,1
BMF,1.66083616921396,0.0182634741179656,0.0712293204930549,11.285203,9.624366,1,1
NMD3,-1.86216374436154,0.0182794625496444,0.0712743940966015,13.122008,14.984172,1,1
SPATA4,1.29323779676556,0.0182957278655219,0.0713205252033578,9.074272,7.781034,1,1
PPHLN1,-1.78285629615123,0.0183056965643042,0.0713420943882406,10.669182,12.452038,1,1
SPSB4,1.52704338026253,0.018319451855521,0.0713784068905522,10.30719,8.780147,1,1
SLC43A3,1.5375335313283,0.0183644453203182,0.0715363861787351,11.04148,9.503947,1,1
TP53I11,3.16859772616478,0.0183899667628787,0.0716184565167411,24.182895,21.014297,1,1
SINHCAF,2.42048277775791,0.0184141610548138,0.0716953198754842,22.87836,20.457877,1,1
CELA3B,1.21155552843433,0.0184323411788301,0.0717487356051072,9.050837,7.839282,1,1
NPIPA1,-4.28849846322473,0.0184709094172284,0.0718814679571017,38.495918,42.784417,1,1
ALOXE3,1.81471752950553,0.0185191370053782,0.0720448997385466,11.82548,10.010763,1,1
LDLRAD1,1.70109964092228,0.0185218639902319,0.0720448997385466,11.964858,10.263759,1,1
DSCC1,1.34487606182931,0.0185388869212548,0.0720801155617391,9.755777,8.410901,1,1
GCNT7,1.26613818476726,0.018539880507269,0.0720801155617391,8.271291,7.005153,1,1
MAMDC4,1.44694521176006,0.018548342515745,0.0720955874874922,10.965113,9.518167,1,1
GPA33,1.4245459982241,0.0185544448556241,0.0721018823527077,9.961251,8.536705,1,1
TMEM71,1.59230106269126,0.0185655707102746,0.0721276906531537,10.828374,9.236073,1,1
MN1,1.51563058247384,0.0185833107311505,0.0721791764790688,10.011484,8.495854,1,1
TCAF2,1.80367180270722,0.0186054389078755,0.072247677304266,14.093263,12.289591,1,1
C8orf82,1.56080792665825,0.0186177482700323,0.0722780263517255,15.908283,14.347475,1,1
ZNF730,1.62353684023173,0.0186375395195182,0.0723374000077054,12.018137,10.3946,1,1
UBE2O,1.67041217338987,0.0186555164267524,0.0723897047546164,13.137883,11.46747,1,1
SLC25A28,-1.6114948603498,0.0186620150985443,0.0723974555824859,10.766414,12.377909,1,1
EIF5A,-4.64061014373582,0.018677387709494,0.0724396199468293,47.774088,52.414698,1,1
SLC45A4,1.33848633424716,0.0187377834568925,0.0726563426038232,9.948976,8.61049,1,1
ST6GALNAC3,-9.29619789536385,0.0187527753756608,0.0726969484555624,66.284128,75.580326,1,1
CYP4F22,1.42285478867666,0.0187609014242819,0.0727109249417228,9.866366,8.443511,1,1
TCF3,1.47318769361378,0.0187704342461313,0.0727250788482532,10.514226,9.041038,1,1
KCNRG,1.36210176677673,0.0187735965790815,0.0727250788482532,9.437784,8.075682,1,1
FAM118A,1.55759412759826,0.0187819282851414,0.07273125625518,11.890032,10.332438,1,1
AMOTL1,2.00996032148642,0.0187842351706054,0.07273125625518,14.991346,12.981386,1,1
PTPRA,-2.6699403346359,0.0188154070981066,0.0728332611941218,24.373019,27.042959,1,1
TUFT1,1.45345618323158,0.0188200128540688,0.0728332611941218,10.236979,8.783523,1,1
FDCSP,1.77035414501702,0.0188241648087518,0.0728332611941218,10.872036,9.101682,1,1
MAP3K19,1.5954718018679,0.0188364345524635,0.0728466487566495,10.499407,8.903935,1,1
PDPN,-2.10275413188412,0.0188366831745154,0.0728466487566495,13.813449,15.916203,1,1
ATG4B,-2.06889804754766,0.0188647981656868,0.0729378398309871,17.920903,19.989801,1,1
CAMK4,1.71559314223337,0.018871140559605,0.0729448269071584,12.92065,11.205056,1,1
SLC16A6,1.61471585699318,0.0188992229884419,0.073035824734767,11.871364,10.256648,1,1
SEBOX,1.28412375069112,0.0189611104160932,0.073257386483892,9.542208,8.258084,1,1
PLPBP,-2.56899881216699,0.018981042597815,0.0733167841362287,18.179295,20.748294,1,1
DUOX1,1.73931622604099,0.0189959022047536,0.0733565644804939,12.854606,11.11529,1,1
VASN,-3.85832260482413,0.0190066256183411,0.0733799007366178,29.824175,33.682498,1,1
HOXA6,1.79410316333884,0.0190110697817388,0.0733799007366178,12.143706,10.349603,1,1
TIAF1,1.42204232309632,0.0190163722109247,0.0733827568715242,10.057513,8.635471,1,1
OAS2,-1.65603068857998,0.0190399263717452,0.0734560268081434,10.567375,12.223406,1,1
GPBP1,-1.56443893591219,0.0190735305688275,0.0735680253402929,11.115466,12.679905,1,1
PADI4,1.61597722177467,0.0190947950115376,0.0736171712058434,12.668894,11.052916,1,1
CYP2J2,1.31060459575526,0.0190954264033063,0.0736171712058434,8.57699,7.266386,1,1
AGRP,1.49401191177994,0.0191014438582804,0.0736227229850425,11.781939,10.287927,1,1
YME1L1,-2.87945942342024,0.0191182046291479,0.073669670161767,26.473121,29.35258,1,1
WHAMM,2.19226318449427,0.0191312069728804,0.0737021156770798,12.878449,10.686186,1,1
ACY1,-2.39371340606808,0.0191433886715977,0.073731384912351,15.802391,18.196105,1,1
JPH2,1.55919072059928,0.0191565166211761,0.0737642837766332,10.702347,9.143157,1,1
ADAMTS13,1.38104554380775,0.0191622382052281,0.0737686546895376,9.733536,8.352491,1,1
CEND1,1.36660547315816,0.0191695727407574,0.0737792313860595,10.518867,9.152261,1,1
OXT,1.39871441913717,0.0191981445289415,0.073863773234755,10.8692,9.470486,1,1
CFHR4,1.35984548784437,0.0192106308933612,0.073863773234755,8.627975,7.268129,1,1
RNF149,2.35760495414981,0.0192158265236127,0.073863773234755,20.103582,17.745978,1,1
MAPKAPK3,1.73894261621466,0.0192177290308177,0.073863773234755,12.433634,10.694692,1,1
ATAD2B,1.79342987041109,0.0192186473042188,0.073863773234755,14.220769,12.427339,1,1
TMCO6,1.6428319561103,0.0192190929487347,0.073863773234755,13.376737,11.733905,1,1
ZFHX2,-1.55129676149865,0.0192434614518853,0.0739187594887154,11.150355,12.701652,1,1
TUBB4A,1.39968933339243,0.0192441021746389,0.0739187594887154,9.003517,7.603828,1,1
CDH26,1.70611121003418,0.0192471875614735,0.0739187594887154,11.660093,9.953981,1,1
NACC1,1.4904600622248,0.0192540717087069,0.0739275458015855,12.393242,10.902782,1,1
H2BC18,-3.16755004534647,0.019280022246368,0.0740095173772273,24.181775,27.349325,1,1
ST3GAL2,2.65075250053818,0.0192855629658527,0.0740131221051719,22.535292,19.88454,1,1
CDH6,1.45966102956951,0.0193522827529514,0.0742361516855568,9.376166,7.916505,1,1
RDX,-4.23130613539643,0.0193567726489504,0.0742361516855568,37.073171,41.304477,1,1
KYAT1,-1.43843444996926,0.0193575242582209,0.0742361516855568,10.79905,12.237484,1,1
ZSCAN26,-1.50905192810048,0.0193811183411589,0.0743089171392611,11.821686,13.330738,1,1
FAM3B,1.2508923435452,0.0193880200976748,0.0743176633105343,8.397646,7.146754,1,1
DCHS2,1.42174026868904,0.0194100143149664,0.0743699175903485,9.141676,7.719936,1,1
RNF112,1.2748728750158,0.0194108999032755,0.0743699175903485,10.10566,8.830787,1,1
MUCL3,1.6631342400118,0.0194264716831192,0.0743951908599397,11.14744,9.484306,1,1
OR4F6,1.67619766800262,0.0194267471780494,0.0743951908599397,10.538666,8.862468,1,1
CBX6,2.39837531747583,0.01944740388486,0.0744565684561028,23.005053,20.606678,1,1
NRXN2,1.74050735283379,0.0194575901948159,0.0744778392892476,12.282581,10.542073,1,1
GUCA1B,1.27987842470365,0.019479178740319,0.0745427339660459,9.871151,8.591272,1,1
AIPL1,1.40549140074122,0.0194991479666254,0.0746014024489066,9.123953,7.718462,1,1
DMRT3,1.3739671659848,0.0195218946891947,0.074670666868254,8.948823,7.574856,1,1
CCKBR,1.50719107678872,0.0195365756092223,0.0746983987416308,9.737083,8.229892,1,1
PDHA1,-2.12076631506628,0.0195426896609974,0.0746983987416308,14.74812,16.868887,1,1
TH,1.32829735809762,0.0195430777110658,0.0746983987416308,10.027314,8.699017,1,1
