,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
613,HLA-G_LILRB2,HLA-G,LILRB2,DC,B cell,False,NA,NA,0.17391304347826084,True,9.652284919570539,2.2163431871823598e-10,1
392,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",NK cell,Private,False,NA,NA,0.3754889178617992,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
640,HLA-G_LILRB2,HLA-G,LILRB2,MNP,MNP,False,NA,NA,0.2274725274725275,True,9.652284919570539,2.2163431871823598e-10,1
898,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,NK cell,Podocytes,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.20463320463320464
7,COL18A1_a10b1 complex,COL18A1,"['ITGA10', 'ITGB1']",DC,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.1694915254237288, 0.7288135593220338]"
1518,LAIR1_LILRB4,LAIR1,LILRB4,Private,DC,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
1008,EPHB1_EFNB1,EPHB1,EFNB1,DC,Mesangial_cells,True,2.68426729930083,0.005104360200199489,1,False,NA,NA,0.1271186440677966
379,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Mast cell,Private,False,NA,NA,0.15384615384615385,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
800,CCL3L3_CCR1,CCL3L3,CCR1,NK cell,MNP,False,NA,NA,0.3024771838331161,True,2.89478592916485,3.55986110154396e-05,1
856,TNFSF14_LTBR,TNFSF14,LTBR,CD8 T cell,MNP,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.2153846153846154
167,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",Neutrophil,NK cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.4928292046936114, 0.3715775749674055]"
77,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Proximal_tubular_cells,Endothelium,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3633540372670808, 0.6749482401656315]"
1495,LTBR_LTB,LTBR,LTB,Proximal_tubular_cells,Mast cell,False,NA,NA,0.2380952380952381,True,1.43943567105272,0.0402619482825343,1
838,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,Endothelium,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.4880952380952381
946,CXCL12_CXCR4,CXCL12,CXCR4,Loop_of_Henle,MNP,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.7307692307692307
261,ICAM1_aXb2 complex,ICAM1,"['ITGB2', 'ITGAX']",DC,MNP,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
341,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",B cell,CD8 T cell,False,NA,NA,0.21621621621621626,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
949,CXCL12_CXCR4,CXCL12,CXCR4,Loop_of_Henle,NK cell,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.7705345501955672
962,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,Loop_of_Henle,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.17222963951935916
113,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Distal_tubules_and_collecting_duct,NK cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.4928292046936114, 0.3715775749674055]"
153,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",MNP,Private,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.4613861386138614, 0.24554455445544554]"
69,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Mesangial_cells,Proximal_tubular_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.11180124223602483, 0.2712215320910973]"
755,DPP4_CXCL12,DPP4,CXCL12,Proximal_tubular_cells,Mesangial_cells,False,NA,NA,0.32712215320910976,True,7.7426278931753885,1.18324783246116e-07,1
928,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,Nephron_epithelium,Endothelium,False,NA,NA,0.13031591737545564,True,1.89074978806498,0.0173560788208196,1
1093,CD55_ADGRE5,CD55,ADGRE5,Mesangial_cells,DC,False,NA,NA,0.1694915254237288,True,4.21690878715005,0.00312233850766636,1
161,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",Mast cell,Private,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.4613861386138614, 0.24554455445544554]"
465,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Mast cell,CD8 T cell,False,NA,NA,0.3076923076923077,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
678,PLXNB2_SEMA4C,PLXNB2,SEMA4C,Mesangial_cells,Distal_tubules_and_collecting_duct,False,NA,NA,0.1694915254237288,True,2.93285695767678,0.007871246116878429,1
580,HLA-F_LILRB2,HLA-F,LILRB2,Endothelium,B cell,False,NA,NA,0.3618012422360248,True,9.652284919570539,2.2163431871823598e-10,1
1317,SELL_SELPLG,SELL,SELPLG,MNP,Private,False,NA,NA,0.3989010989010989,True,1.65236939315672,0.0310098101938767,1
1183,PTPRC_CD22,PTPRC,CD22,Mast cell,B cell,True,4.410688292133,4.76772725790391e-05,1,False,NA,NA,0.32432432432432434
312,ICAM1_ITGAL,ICAM1,ITGAL,MNP,MNP,False,NA,NA,0.15604395604395604,True,4.76710229557314,1.28565836060683e-08,1
658,CCL5_CCR5,CCL5,CCR5,NK cell,DC,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.17391304347826084
81,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Mesangial_cells,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3898305084745763, 0.7288135593220338]"
1180,PTPRC_CD22,PTPRC,CD22,Distal_tubules_and_collecting_duct,Mast cell,True,4.410688292133,4.76772725790391e-05,1,False,NA,NA,0.1153846153846154
1364,SELP_CD24,SELP,CD24,Endothelium,CD8 T cell,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
377,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Mast cell,NK cell,False,NA,NA,0.15384615384615385,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
669,CCL5_CCR5,CCL5,CCR5,CD8 T cell,CD8 T cell,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.21935483870967745
1096,CD55_ADGRE5,CD55,ADGRE5,Mesangial_cells,Mast cell,False,NA,NA,0.1694915254237288,True,4.21690878715005,0.00312233850766636,1
190,FN1_a4b7 complex,FN1,"['ITGB7', 'ITGA4']",Mesangial_cells,NK cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2490221642764016, 0.3715775749674055]"
66,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Mesangial_cells,CD8 T cell,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.4645161290322581, 0.41935483870967744]"
425,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",B cell,CD8 T cell,False,NA,NA,0.3648648648648649,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
345,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",B cell,Private,False,NA,NA,0.21621621621621626,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
740,TNF_TNFRSF1B,TNF,TNFRSF1B,Th cell,Th cell,False,NA,NA,0.12183908045977013,True,6.01061393679651,1.97712117390567e-06,1
990,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,Mesangial_cells,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.15254237288135594
14,FN1_a11b1 complex,FN1,"['ITGB1', 'ITGA11']",Distal_tubules_and_collecting_duct,Mesangial_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.7288135593220338, 0.1016949152542373]"
233,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Distal_tubules_and_collecting_duct,NK cell,False,NA,NA,0.23873873873873874,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
249,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Podocytes,NK cell,False,NA,NA,0.16988416988416988,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
1296,SELL_SELPLG,SELL,SELPLG,B cell,NK cell,False,NA,NA,0.6621621621621622,True,1.65236939315672,0.0310098101938767,1
683,PLXNB2_SEMA4C,PLXNB2,SEMA4C,Proximal_tubular_cells,Endothelium,False,NA,NA,0.21325051759834368,True,2.93285695767678,0.007871246116878429,1
1011,EFNB2_EPHB4,EFNB2,EPHB4,Endothelium,Endothelium,False,NA,NA,0.28105590062111796,True,3.24159033491154,0.0202650922620639,1
382,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Mesangial_cells,CD8 T cell,False,NA,NA,0.2033898305084746,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
299,ICAM1_ITGAL,ICAM1,ITGAL,MNP,B cell,False,NA,NA,0.15604395604395604,True,4.76710229557314,1.28565836060683e-08,1
246,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Mesangial_cells,NK cell,False,NA,NA,0.2288135593220339,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
1451,LTBR_LTB,LTBR,LTB,Endothelium,Neutrophil,False,NA,NA,0.11801242236024845,True,1.43943567105272,0.0402619482825343,1
542,F11R_aLb2 complex,F11R,"['ITGB2', 'ITGAL']",Proximal_tubular_cells,Private,False,NA,NA,0.12629399585921325,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1207,KIT_KITLG,KIT,KITLG,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,True,2.14926088802398,0.0081498362473217,1,False,NA,NA,0.21846846846846849
329,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",MNP,NK cell,False,NA,NA,0.15604395604395604,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
265,ICAM1_aXb2 complex,ICAM1,"['ITGB2', 'ITGAX']",Endothelium,Mast cell,False,NA,NA,0.15993788819875776,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
625,HLA-G_LILRB2,HLA-G,LILRB2,NK cell,MNP,False,NA,NA,0.17079530638852672,True,9.652284919570539,2.2163431871823598e-10,1
577,HLA-F_LILRB2,HLA-F,LILRB2,Distal_tubules_and_collecting_duct,B cell,False,NA,NA,0.3130630630630631,True,9.652284919570539,2.2163431871823598e-10,1
1058,CD55_ADGRE5,CD55,ADGRE5,Distal_tubules_and_collecting_duct,Private,False,NA,NA,0.48198198198198205,True,4.21690878715005,0.00312233850766636,1
1201,CD48_CD244,CD48,CD244,Mast cell,NK cell,True,2.708436272920121,0.00398785903287079,1,False,NA,NA,0.19035202086049546
550,HLA-A_KIR3DL1,HLA-A,KIR3DL1,MNP,NK cell,False,NA,NA,0.9813186813186812,True,12.558750138482301,7.46798130740353e-05,1
572,HLA-F_LILRB2,HLA-F,LILRB2,B cell,DC,False,NA,NA,0.2972972972972973,True,9.652284919570539,2.2163431871823598e-10,1
469,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Mast cell,Private,False,NA,NA,0.3076923076923077,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
64,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Loop_of_Henle,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3898305084745763, 0.7288135593220338]"
1383,CD99_PILRA,CD99,PILRA,Endothelium,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
569,HLA-F_KIR3DL1,HLA-F,KIR3DL1,Private,NK cell,False,NA,NA,0.4871287128712871,True,12.558750138482301,7.46798130740353e-05,1
651,CCL5_CCR5,CCL5,CCR5,MNP,CD8 T cell,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.21935483870967745
131,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Mesangial_cells,Private,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.4613861386138614, 0.24554455445544554]"
232,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Distal_tubules_and_collecting_duct,Mast cell,False,NA,NA,0.23873873873873874,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
524,ICAM4_aLb2 complex,ICAM4,"['ITGB2', 'ITGAL']",DC,CD8 T cell,False,NA,NA,0.13043478260869565,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1021,CD55_ADGRE5,CD55,ADGRE5,B cell,DC,False,NA,NA,0.5540540540540541,True,4.21690878715005,0.00312233850766636,1
10,COL18A1_a10b1 complex,COL18A1,"['ITGA10', 'ITGB1']",Loop_of_Henle,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.1694915254237288, 0.7288135593220338]"
402,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Nephron_epithelium,MNP,False,NA,NA,0.13396111786148238,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1379,CD99_PILRA,CD99,PILRA,B cell,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
251,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Private,Mast cell,False,NA,NA,0.26534653465346536,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
1430,LTBR_LTB,LTBR,LTB,DC,Proximal_tubular_cells,False,NA,NA,0.13043478260869565,True,1.43943567105272,0.0402619482825343,1
877,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,CD8 T cell,DC,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.39130434782608703
207,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Endothelium,Distal_tubules_and_collecting_duct,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.463963963963964, 0.759009009009009]"
918,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,B cell,Endothelium,False,NA,NA,0.3108108108108108,True,1.89074978806498,0.0173560788208196,1
1421,LTBR_LTB,LTBR,LTB,DC,B cell,False,NA,NA,0.13043478260869565,True,1.43943567105272,0.0402619482825343,1
566,HLA-F_KIR3DL1,HLA-F,KIR3DL1,Mesangial_cells,NK cell,False,NA,NA,0.1271186440677966,True,12.558750138482301,7.46798130740353e-05,1
1032,CD55_ADGRE5,CD55,ADGRE5,CD8 T cell,Distal_tubules_and_collecting_duct,False,NA,NA,0.11612903225806452,True,4.21690878715005,0.00312233850766636,1
845,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,Nephron_epithelium,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.13031591737545564
771,NKG2D II receptor_RAET1E,"['HCST', 'KLRK1']",RAET1E,CD8 T cell,Podocytes,True,"[2.20438656911878, 1.6996193448401398]","[0.00430246688582166, 0.0373947054533458]","[1, 1]",False,NA,NA,0.1583011583011583
334,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",Mast cell,CD8 T cell,False,NA,NA,0.1153846153846154,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
674,PLXNB2_SEMA4C,PLXNB2,SEMA4C,Loop_of_Henle,Distal_tubules_and_collecting_duct,False,NA,NA,0.12483311081441922,True,2.93285695767678,0.007871246116878429,1
675,PLXNB2_SEMA4C,PLXNB2,SEMA4C,Loop_of_Henle,Endothelium,False,NA,NA,0.12483311081441922,True,2.93285695767678,0.007871246116878429,1
483,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Neutrophil,B cell,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1307,SELL_SELPLG,SELL,SELPLG,Distal_tubules_and_collecting_duct,DC,False,NA,NA,0.11036036036036036,True,1.65236939315672,0.0310098101938767,1
1208,HLA-E_KLRC2,HLA-E,KLRC2,B cell,CD8 T cell,False,NA,NA,1.0,True,3.55694751490934,0.0007746719235593231,1
1284,HLA-E_KLRK1,HLA-E,KLRK1,Proximal_tubular_cells,CD8 T cell,False,NA,NA,0.505175983436853,True,1.6996193448401398,0.0373947054533458,1
1385,CD99_PILRA,CD99,PILRA,Mast cell,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
357,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Distal_tubules_and_collecting_duct,NK cell,False,NA,NA,0.15990990990990991,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
281,TNFRSF13B_TNFSF13B,TNFRSF13B,TNFSF13B,B cell,DC,True,1.99090097679032,0.01353493404321,1,False,NA,NA,0.5217391304347826
1051,CD55_ADGRE5,CD55,ADGRE5,Distal_tubules_and_collecting_duct,CD8 T cell,False,NA,NA,0.48198198198198205,True,4.21690878715005,0.00312233850766636,1
939,CCR1_CCL23,CCR1,CCL23,MNP,Endothelium,True,2.89478592916485,3.55986110154396e-05,1,False,NA,NA,0.11594202898550725
607,CD1D_LILRB2,CD1D,LILRB2,MNP,MNP,False,NA,NA,0.2230769230769231,True,9.652284919570539,2.2163431871823598e-10,1
701,TNF_TNFRSF1B,TNF,TNFRSF1B,MNP,DC,False,NA,NA,0.1043956043956044,True,6.01061393679651,1.97712117390567e-06,1
1309,SELL_SELPLG,SELL,SELPLG,Distal_tubules_and_collecting_duct,NK cell,False,NA,NA,0.11036036036036036,True,1.65236939315672,0.0310098101938767,1
516,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",B cell,B cell,False,NA,NA,0.3648648648648649,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
286,ICAM1_ITGAL,ICAM1,ITGAL,DC,CD8 T cell,False,NA,NA,0.17391304347826084,True,4.76710229557314,1.28565836060683e-08,1
466,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Mast cell,MNP,False,NA,NA,0.3076923076923077,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
830,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,MNP,Podocytes,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.3088803088803089
1214,HLA-E_KLRC2,HLA-E,KLRC2,Distal_tubules_and_collecting_duct,NK cell,False,NA,NA,0.8400900900900901,True,3.55694751490934,0.0007746719235593231,1
837,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,Distal_tubules_and_collecting_duct,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.3896396396396397
1222,HLA-E_KLRC2,HLA-E,KLRC2,Mast cell,NK cell,False,NA,NA,0.7692307692307693,True,3.55694751490934,0.0007746719235593231,1
495,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Podocytes,Private,False,NA,NA,0.11969111969111967,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1290,HLA-E_KLRK1,HLA-E,KLRK1,CD8 T cell,CD8 T cell,False,NA,NA,0.9870967741935484,True,1.6996193448401398,0.0373947054533458,1
1401,CD52_SIGLEC10,CD52,SIGLEC10,Mesangial_cells,MNP,False,NA,NA,0.1271186440677966,True,2.5481361733241497,0.000781093057158028,1
150,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",MNP,DC,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.3043478260869565, 0.2608695652173913]"
75,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Proximal_tubular_cells,CD8 T cell,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.4645161290322581, 0.41935483870967744]"
1515,LAIR1_LILRB4,LAIR1,LILRB4,NK cell,MNP,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
1387,CD99_PILRA,CD99,PILRA,NK cell,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
1389,CD99_PILRA,CD99,PILRA,Nephron_epithelium,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
1433,LTBR_LTB,LTBR,LTB,Distal_tubules_and_collecting_duct,CD8 T cell,False,NA,NA,0.29504504504504503,True,1.43943567105272,0.0402619482825343,1
1123,CD55_ADGRE5,CD55,ADGRE5,Neutrophil,DC,False,NA,NA,0.15942028985507245,True,4.21690878715005,0.00312233850766636,1
1506,LAIR1_LILRB4,LAIR1,LILRB4,B cell,DC,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
248,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Podocytes,Mast cell,False,NA,NA,0.16988416988416988,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
662,CCL5_CCR5,CCL5,CCR5,Podocytes,DC,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.17391304347826084
702,TNF_TNFRSF1B,TNF,TNFRSF1B,MNP,NK cell,False,NA,NA,0.1043956043956044,True,6.01061393679651,1.97712117390567e-06,1
706,TNF_TNFRSF1B,TNF,TNFRSF1B,Mast cell,B cell,False,NA,NA,0.1153846153846154,True,6.01061393679651,1.97712117390567e-06,1
1448,LTBR_LTB,LTBR,LTB,Endothelium,Mast cell,False,NA,NA,0.11801242236024845,True,1.43943567105272,0.0402619482825343,1
916,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,NK cell,NK cell,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.2777053455019557
104,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Mesangial_cells,Endothelium,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.11542443064182195, 0.6749482401656315]"
863,TNFSF14_LTBR,TNFSF14,LTBR,NK cell,Endothelium,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.11801242236024845
79,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.20495495495495492, 0.759009009009009]"
1095,CD55_ADGRE5,CD55,ADGRE5,Mesangial_cells,MNP,False,NA,NA,0.1694915254237288,True,4.21690878715005,0.00312233850766636,1
356,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Distal_tubules_and_collecting_duct,MNP,False,NA,NA,0.15990990990990991,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
596,HLA-F_LILRB2,HLA-F,LILRB2,Podocytes,MNP,False,NA,NA,0.12355212355212356,True,9.652284919570539,2.2163431871823598e-10,1
941,CXCL12_CXCR4,CXCL12,CXCR4,Loop_of_Henle,B cell,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.945945945945946
889,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,NK cell,B cell,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.35135135135135137
297,ICAM1_ITGAL,ICAM1,ITGAL,Endothelium,Private,False,NA,NA,0.15993788819875776,True,4.76710229557314,1.28565836060683e-08,1
854,TNFSF14_LTBR,TNFSF14,LTBR,CD8 T cell,Distal_tubules_and_collecting_duct,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.29504504504504503
1097,CD55_ADGRE5,CD55,ADGRE5,Mesangial_cells,NK cell,False,NA,NA,0.1694915254237288,True,4.21690878715005,0.00312233850766636,1
810,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Mast cell,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.3076923076923077
149,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",MNP,CD8 T cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.41935483870967744, 0.3548387096774194]"
721,TNF_TNFRSF1B,TNF,TNFRSF1B,Private,B cell,False,NA,NA,0.18811881188118806,True,6.01061393679651,1.97712117390567e-06,1
1106,CD55_ADGRE5,CD55,ADGRE5,NK cell,Mast cell,False,NA,NA,0.4067796610169492,True,4.21690878715005,0.00312233850766636,1
109,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Distal_tubules_and_collecting_duct,B cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.32432432432432434, 0.2432432432432433]"
492,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Podocytes,MNP,False,NA,NA,0.11969111969111967,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1148,CD55_ADGRE5,CD55,ADGRE5,Private,Mast cell,False,NA,NA,0.3227722772277228,True,4.21690878715005,0.00312233850766636,1
1122,CD55_ADGRE5,CD55,ADGRE5,Neutrophil,CD8 T cell,False,NA,NA,0.15942028985507245,True,4.21690878715005,0.00312233850766636,1
444,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Distal_tubules_and_collecting_duct,B cell,False,NA,NA,0.2702702702702703,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
532,F11R_aLb2 complex,F11R,"['ITGB2', 'ITGAL']",Distal_tubules_and_collecting_duct,MNP,False,NA,NA,0.3963963963963964,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
978,CXCL12_CXCR4,CXCL12,CXCR4,Podocytes,Loop_of_Henle,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.17222963951935916
439,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",DC,MNP,False,NA,NA,0.3478260869565217,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
